,ITHL.NS,INTERNATIONAL TRAVEL HOUSE LTD.-$,,,,,,ITHL
,IONEXCHANG.NS,ION EXCHANGE (INDIA) LTD.-$,,,,,,IONEXCHANG
,ATFL.NS,AGRO TECH FOODS LTD.,,,,,,ATFL
,JISLJALEQS.NS,JAIN IRRIGATION SYSTEMS LTD.,,,,,,JISLJALEQS
,JCTLTD.NS,JCT LTD.,,,,,,JCTLTD
,JINDALPOLY.NS,JINDAL POLY FILMS LTD.,,,,,,JINDALPOLY
,JSWSTEEL.NS,JSW STEEL LTD.,,,,,,JSWSTEEL
,UMANGDAIRY.NS,UMANG DAIRIES LTD.,,,,,,UMANGDAIRY
,KAJARIACER.NS,KAJARIA CERAMICS LTD.,,,,,,KAJARIACER
,KAKATCEM.NS,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,,,,,,KAKATCEM
,KSL.NS,KALYANI STEELS LTD.,,,,,,KSL
,WHIRLPOOL.NS,WHIRLPOOL OF INDIA LTD.,,,,,,WHIRLPOOL
,KGDENIM.NS,KG DENIM LTD.,,,,,,KGDENIM
,KINETICENG.NS,KINETIC ENGINEERING LTD.,,,,,,KINETICENG
,KIRLOSBROS.NS,KIRLOSKAR BROTHERS LTD.-$,,,,,,KIRLOSBROS
,KIRLOSIND.NS,Kirloskar Industries Ltd,,,,,,KIRLOSIND
,KIRLFER.NS,KIRLOSKAR FERROUS INDUSTRIES LTD.,,,,,,KIRLFER
,ENVAIREL.NS,ENVAIR ELECTRODYNE LTD.,,,,,,ENVAIREL
,KOTAKBANK.NS,KOTAK MAHINDRA BANK LTD.,,,,,,KOTAKBANK
,KSB.NS,KSB Ltd,,,,,,KSB
,LGBBROSLTD.NS,L.G.BALAKRISHNAN & BROS.LTD.,,,,,,LGBBROSLTD
,TRENT.NS,TRENT LTD.,,,,,,TRENT
,LAXMIMACH.NS,LAKSHMI MACHINE WORKS LTD.,,,,,,LAXMIMACH
,LICHSGFIN.NS,LIC HOUSING FINANCE LTD.,,,,,,LICHSGFIN
,LUPIN.NS,LUPIN LTD.,,,,,,LUPIN
,LYKALABS.NS,LYKA LABS LTD.,,,,,,LYKALABS
,RAMCOCEM.NS,The Ramco Cements Limited,,,,,,RAMCOCEM
,HYBRIDFIN.NS,Hybrid Financial Services Ltd,,,,,,HYBRIDFIN
,MAFATIND.NS,MAFATLAL INDUSTRIES LTD.-$,,,,,,MAFATIND
,MAHSEAMLES.NS,MAHARASHTRA SEAMLESS LTD.,,,,,,MAHSEAMLES
,MAHSCOOTER.NS,MAHARASHTRA SCOOTERS LTD.,,,,,,MAHSCOOTER
,MAJESAUT.NS,MAJESTIC AUTO LTD.-$,,,,,,MAJESAUT
,MANALIPETC.NS,MANALI PETROCHEMICAL LTD.,,,,,,MANALIPETC
,BARODARY.NS,BARODA RAYON CORPORATION LTD.,,,,,,BARODARY
,MFSL.NS,Max Financial Services Ltd,,,,,,MFSL
,MIDINDIA.NS,MID INDIA INDUSTRIES LTD.,,,,,,MIDINDIA
,MIRCELECTR.NS,MIRC ELECTRONICS LTD.,,,,,,MIRCELECTR
,CENTENKA.NS,CENTURY ENKA LTD.,,,,,,CENTENKA
,MDRNTHR-B.NS,MODERN THREADS (INDIA) LTD.,,,,,,MDRNTHR-B
,LORDSCHLO.NS,LORDS CHLORO ALKALI LTD.,,,,,,LORDSCHLO
,SPICEJET.NS,SPICEJET LTD.,,,,,,SPICEJET
,MOREPENLAB.NS,MOREPEN LABORATORIES LTD.,,,,,,MOREPENLAB
,MRF.NS,MRF LTD.,,,,,,MRF
,HEIDELBERG.NS,HEIDELBERGCEMENT INDIA LTD.,,,,,,HEIDELBERG
,NCC.NS,NCC Limited,,,,,,NCC
,VEDL.NS,Vedanta Limited,,,,,,VEDL
,NAHARSPING.NS,NAHAR SPINNING MILLS LTD.,,,,,,NAHARSPING
,NAPEROL.NS,Naperol Investments Ltd,,,,,,NAPEROL
,GRASIM.NS,GRASIM INDUSTRIES LTD.,,,,,,GRASIM
,PEL.NS,PIRAMAL ENTERPRISES LTD.,,,,,,PEL
,NIITLTD.NS,NIIT LTD.,,,,,,NIITLTD
,JAYKAY.NS,JAYKAY ENTERPRISES LTD.,,,,,,JAYKAY
,NIRLON.NS,NIRLON LTD.,,,,,,NIRLON
,ONGC.NS,Oil and Natural Gas Corporation Ltd,,,,,,ONGC
,OILCOUNTUB.NS,OIL COUNTRY TUBULAR LTD.,,,,,,OILCOUNTUB
,ORIENTHOT.NS,ORIENTAL HOTELS LTD.,,,,,,ORIENTHOT
,OSWALAGRO.NS,OSWAL AGRO MILLS LTD.,,,,,,OSWALAGRO
,INDSUCR.NS,INDIAN SUCROSE LTD.,,,,,,INDSUCR
,PANCM.NS,PANYAM CEMENTS & MINERAL INDUSTRIES LTD.,,,,,,PANCM
,RELIANCE.NS,RELIANCE INDUSTRIES LTD.,,,,,,RELIANCE
,PILITA.NS,Pil Italica Lifestyle Ltd,,,,,,PILITA
,RAYMOND.NS,RAYMOND LTD.,,,,,,RAYMOND
,PIDILITIND.NS,PIDILITE INDUSTRIES LTD.,,,,,,PIDILITIND
,PIXTRANS.NS,PIX TRANSMISSIONS LTD.,,,,,,PIXTRANS
,BIRLACORPN.NS,BIRLA CORPORATION LTD.,,,,,,BIRLACORPN
,SURYAROSNI.NS,SURYA ROSHNI LTD.,,,,,,SURYAROSNI
,PRIMESECU.NS,PRIME SECURITIES LTD.,,,,,,PRIMESECU
,PRSMJOHNSN.NS,Prism Johnson Ltd,,,,,,PRSMJOHNSN
,RAIN.NS,Rain Industries Ltd,,,,,,RAIN
,PRUDMOULI.NS,PRUDENTIAL SUGAR CORPORATION LTD.,,,,,,PRUDMOULI
,AMJLAND.NS,AMJ Land Holdings Ltd,,,,,,AMJLAND
,PUNJCOMMU.NS,PUNJAB COMMUNICATIONS LTD.-$,,,,,,PUNJCOMMU
,RSWM.NS,RSWM LTD.,,,,,,RSWM
,RAJSREESUG.NS,RAJSHREE SUGARS & CHEMICALS LTD.,,,,,,RAJSREESUG
,RALLIS.NS,RALLIS INDIA LTD.,,,,,,RALLIS
,RAMANEWS.NS,SHREE RAMA NEWSPRINT LTD.,,,,,,RAMANEWS
,RAMAPPR-B.NS,RAMA PAPER MILLS LTD.,,,,,,RAMAPPR-B
,RAPICUT.NS,RAPICUT CARBIDES LTD.,,,,,,RAPICUT
,WELSPLSOL.NS,Welspun Specialty Solutions Ltd,,,,,,WELSPLSOL
,RUBFILA.NS,RUBFILA INTERNATIONAL LTD.,,,,,,RUBFILA
,PATANJALI.NS,Patanjali Foods Ltd,,,,,,PATANJALI
,SALORAINTL.NS,SALORA INTERNATIONAL LTD.,,,,,,SALORAINTL
,JINDALSAW.NS,JINDAL SAW LTD.,,,,,,JINDALSAW
,JKLAKSHMI.NS,JK LAKSHMI CEMENT LTD.,,,,,,JKLAKSHMI
,SHREECEM.NS,SHREE CEMENT LTD.,,,,,,SHREECEM
,SKPMIL.NS,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,,,,,,SKPMIL
,RELINFRA.NS,RELIANCE INFRASTRUCTURE LTD.,,,,,,RELINFRA
,TATAPOWER.NS,TATA POWER CO.LTD.,,,,,,TATAPOWER
,SPMLINFRA.NS,SPML Infra Limited,,,,,,SPMLINFRA
,SUNDRMFAST.NS,SUNDRAM FASTENERS LTD.,,,,,,SUNDRMFAST
,SUNFLAG.NS,SUNFLAG IRON & STEEL CO.LTD.,,,,,,SUNFLAG
,SPLPETRO.NS,SUPREME PETROCHEM LTD.,,,,,,SPLPETRO
,SWARAJENG.NS,SWARAJ ENGINES LTD.,,,,,,SWARAJENG
,TATAELXSI.NS,TATA ELXSI LTD.,,,,,,TATAELXSI
,ACC.NS,ACC LTD.,,,,,,ACC
,THERMAX.NS,THERMAX LTD.,,,,,,THERMAX
,TIRUMALCHM.NS,THIRUMALAI CHEMICALS LTD.,,,,,,TIRUMALCHM
,THOMASCOOK.NS,THOMAS COOK (INDIA) LTD.,,,,,,THOMASCOOK
,TIMEX.NS,TIMEX GROUP INDIA LTD.-$,,,,,,TIMEX
,TOKYOPLAST.NS,TOKYO PLAST INTERNATIONAL LTD.,,,,,,TOKYOPLAST
,TORNTPHARM.NS,TORRENT PHARMACEUTICALS LTD.,,,,,,TORNTPHARM
,TRANSCHEM.NS,TRANSCHEM LTD.-$,,,,,,TRANSCHEM
,AMBUJACEM.NS,AMBUJA CEMENTS LTD.,,,,,,AMBUJACEM
,UTLINDS.NS,UTL Industries Limited,,,,,,UTLINDS
,UNIENTER.NS,UNIPHOS ENTERPRISES LTD.,,,,,,UNIENTER
,VHL.NS,VARDHMAN HOLDINGS LTD.,,,,,,VHL
,HINDALCO.NS,HINDALCO INDUSTRIES LTD.,,,,,,HINDALCO
,WSTCSTPAPR.NS,WEST COAST PAPER MILLS LTD.,,,,,,WSTCSTPAPR
,HOCL.NS,HINDUSTAN ORGANIC CHEMICALS LTD.,,,,,,HOCL
,MPILCORPL.NS,MPIL CORPORATION LTD.,,,,,,MPILCORPL
,PASUPTAC.NS,PASUPATI ACRYLON LTD.,,,,,,PASUPTAC
,KORE.NS,Kore Foods Ltd,,,,,,KORE
,PGHH.NS,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,,,,,,PGHH
,MUKANDLTD.NS,MUKAND LTD.,,,,,,MUKANDLTD
,BBOX.NS,Black Box Ltd,,,,,,BBOX
,UCAL.NS,Ucal  Ltd,,,,,,UCAL
,HARRMALAYA.NS,HARRISONS MALAYALAM LTD.,,,,,,HARRMALAYA
,FEDERALBNK.NS,FEDERAL BANK LTD.,,,,,,FEDERALBNK
,TATASTEEL.NS,TATA STEEL LTD.,,,,,,TATASTEEL
,SKFINDIA.NS,SKF India Ltd,,,,,,SKFINDIA
,ASHOKLEY.NS,ASHOK LEYLAND LTD.,,,,,,ASHOKLEY
,CUMMINSIND.NS,CUMMINS INDIA LTD.,,,,,,CUMMINSIND
,TATACOMM.NS,TATA COMMUNICATIONS LTD.,,,,,,TATACOMM
,ABBOTINDIA.NS,ABBOTT INDIA LTD.,,,,,,ABBOTINDIA
,BAJAJHLDNG.NS,BAJAJ HOLDINGS & INVESTMENT LTD.,,,,,,BAJAJHLDNG
,BHARATFORG.NS,BHARAT FORGE LTD.,,,,,,BHARATFORG
,ESCORTS.NS,Escorts Kubota Ltd,,,,,,ESCORTS
,HINDMOTORS.NS,HINDUSTAN MOTORS LTD.,,,,,,HINDMOTORS
,LT.NS,LARSEN & TOUBRO LTD.,,,,,,LT
,M&M.NS,MAHINDRA & MAHINDRA LTD.,,,,,,M&M
,BOSCHLTD.NS,BOSCH LTD.,,,,,,BOSCHLTD
,BPCL.NS,BHARAT PETROLEUM CORPORATION LTD.,,,,,,BPCL
,SIEMENS.NS,SIEMENS LTD.,,,,,,SIEMENS
,TATAMOTORS.NS,TATA MOTORS LTD.,,,,,,TATAMOTORS
,VOLTAS.NS,VOLTAS LTD.,,,,,,VOLTAS
,GESHIP.NS,GREAT EASTERN SHIPPING CO.LTD.,,,,,,GESHIP
,DEEPAKFERT.NS,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,,,,,,DEEPAKFERT
,EXCELINDUS.NS,EXCEL INDUSTRIES LTD.,,,,,,EXCELINDUS
,GRWRHITECH.NS,Garware Hi-Tech Films Ltd,,,,,,GRWRHITECH
,GLAXO.NS,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,,,,,,GLAXO
,GNFC.NS,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,,,,,,GNFC
,NOVARTIND.NS,NOVARTIS INDIA LTD.,,,,,,NOVARTIND
,SANOFI.NS,Sanofi India Ltd,,,,,,SANOFI
,PFIZER.NS,PFIZER LTD.,,,,,,PFIZER
,GSFC.NS,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,,,,,,GSFC
,HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.,,,,,,HINDUNILVR
,AKZOINDIA.NS,Akzo Nobel India Limited,,,,,,AKZOINDIA
,NOCIL.NS,NOCIL LTD.,,,,,,NOCIL
,TATACHEM.NS,TATA CHEMICALS LTD.,,,,,,TATACHEM
,TNPETRO.NS,TAMILNADU PETROPRODUCTS LTD.,,,,,,TNPETRO
,ZUARIIND.NS,Zuari Industries Ltd,,,,,,ZUARIIND
,NESTLEIND.NS,NESTLE INDIA LTD.,,,,,,NESTLEIND
,TATACONSUM.NS,Tata Consumer Products Ltd,,,,,,TATACONSUM
,ASIANPAINT.NS,ASIAN PAINTS LTD.,,,,,,ASIANPAINT
,BRITANNIA.NS,BRITANNIA INDUSTRIES LTD.,,,,,,BRITANNIA
,COLPAL.NS,COLGATE-PALMOLIVE (INDIA) LTD.,,,,,,COLPAL
,EIHOTEL.NS,EIH LTD.,,,,,,EIHOTEL
,INDHOTEL.NS,INDIAN HOTELS CO.LTD.,,,,,,INDHOTEL
,CASTROLIND.NS,CASTROL INDIA LTD.,,,,,,CASTROLIND
,ITC.NS,ITC LTD.,,,,,,ITC
,APOLLOTYRE.NS,APOLLO TYRES LTD.,,,,,,APOLLOTYRE
,CEATLTD.NS,CEAT LTD.,,,,,,CEATLTD
,MODIRUBBER.NS,MODI RUBBER LTD.,,,,,,MODIRUBBER
,FINPIPE.NS,FINOLEX INDUSTRIES LTD.,,,,,,FINPIPE
,SUNRINV.NS,SUNRISE INDUSTRIAL TRADERS LTD.,,,,,,SUNRINV
,ZGOLDINV.NS,GOLD ROCK INVESTMENTS LTD.,,,,,,ZGOLDINV
,PEOPLIN.NS,PEOPLES INVESTMENTS LTD.,,,,,,PEOPLIN
,DSINVEST.NS,DALAL STREET INVESTMENTS LTD.,,,,,,DSINVEST
,CENTRUM.NS,CENTRUM CAPITAL LTD.,,,,,,CENTRUM
,KRATOSENER.NS,KRATOS ENERGY & INFRASTRUCTURE LTD.,,,,,,KRATOSENER
,ANTARIKSH.NS,Antariksh Industries Ltd,,,,,,ANTARIKSH
,IITL.NS,INDUSTRIAL INVESTMENT TRUST LTD.,,,,,,IITL
,INDPRUD.NS,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,,,,,,INDPRUD
,TATAINVEST.NS,TATA INVESTMENT CORPORATION LTD.,,,,,,TATAINVEST
,JAYBHCR.NS,JAYABHARAT CREDIT LTD.-$,,,,,,JAYBHCR
,PRISMX.NS,Prismx Global Ventures Ltd,,,,,,PRISMX
,MOTOGENFIN.NS,MOTOR & GENERAL FINANCE LTD.,,,,,,MOTOGENFIN
,WALCHPF.NS,WALCHAND PEOPLEFIRST LTD.,,,,,,WALCHPF
,ZSWASTSA.NS,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,,,,,,ZSWASTSA
,WHBRADY.NS,W.H.BRADY & CO.LTD.,,,,,,WHBRADY
,TECHNVISN.NS,TECHNVISION VENTURES LTD.,,,,,,TECHNVISN
,SHAILY.NS,SHAILY ENGINEERING PLASTICS LTD.,,,,,,SHAILY
,BBTC.NS,BOMBAY BURMAH TRADING CORP.LTD.,,,,,,BBTC
,BOMBCYC.NS,BOMBAY CYCLE & MOTOR AGENCY LTD.,,,,,,BOMBCYC
,GREAVESCOT.NS,GREAVES COTTON LTD.,,,,,,GREAVESCOT
,MULLER.NS,MULLER & PHIPPS (INDIA) LTD.,,,,,,MULLER
,AMALGAM.NS,AMALGAMATED ELECTRICITY CO.LTD.,,,,,,AMALGAM
,ANANDPROJ.NS,Anand Projects Ltd,,,,,,ANANDPROJ
,INDIANVSH.NS,INDIANIVESH LTD.,,,,,,INDIANVSH
,COASTCORP.NS,COASTAL CORPORATION LTD.,,,,,,COASTCORP
,CHOWGULSTM.NS,CHOWGULE STEAMSHIPS LTD.,,,,,,CHOWGULSTM
,GLOBOFFS.NS,GLOBAL OFFSHORE SERVICES LTD.-$,,,,,,GLOBOFFS
,ASIIL.NS,ASI Industries Ltd,,,,,,ASIIL
,SAGCEM.NS,SAGAR CEMENTS LTD.-$,,,,,,SAGCEM
,HEMACEM.NS,HEMADRI CEMENTS LTD.,,,,,,HEMACEM
,DECCANCE.NS,DECCAN CEMENTS LTD.-$,,,,,,DECCANCE
,MANGLMCEM.NS,MANGALAM CEMENT LTD.,,,,,,MANGLMCEM
,NCLIND.NS,NCL INDUSTRIES LTD.-$,,,,,,NCLIND
,SAURASHCEM.NS,SAURASHTRA CEMENT LTD.,,,,,,SAURASHCEM
,SHREDIGCEM.NS,SHREE DIGVIJAY CEMENT CO.LTD.-$,,,,,,SHREDIGCEM
,BORORENEW.NS,Borosil Renewables Ltd,,,,,,BORORENEW
,LERTHAI.NS,Lerthai Finance Ltd,,,,,,LERTHAI
,TRIVENIGQ.NS,TRIVENI GLASS LTD.-$,,,,,,TRIVENIGQ
,NILACHAL.NS,NILACHAL REFRACTORIES LTD.,,,,,,NILACHAL
,ANDHRAPAP.NS,Andhra Paper Ltd,,,,,,ANDHRAPAP
,BALKRISIND.NS,BALKRISHNA INDUSTRIES LTD.-$,,,,,,BALKRISIND
,ORIENTPPR.NS,ORIENT PAPER & INDUSTRIES LTD.,,,,,,ORIENTPPR
,CITADEL.NS,CITADEL REALTY AND DEVELOPERS LTD.,,,,,,CITADEL
,ROLLT.NS,ROLLATAINERS LTD.,,,,,,ROLLT
,SESHAPAPER.NS,SESHASAYEE PAPER & BOARDS LTD.,,,,,,SESHAPAPER
,NATHIND.NS,Nath Industries Ltd,,,,,,NATHIND
,VAPIENTER.NS,Vapi Enterprise Ltd,,,,,,VAPIENTER
,DCM.NS,DCM LTD.,,,,,,DCM
,ZGAEKWAR.NS,GAEKWAR MILLS LTD.,,,,,,ZGAEKWAR
,FORBESCO.NS,FORBES & COMPANY LTD.-$,,,,,,FORBESCO
,HPCOTTON.NS,H.P.COTTON TEXTILE MILLS LTD.,,,,,,HPCOTTON
,UNITEDINT.NS,UNITED INTERACTIVE LTD.,,,,,,UNITEDINT
,JAMSHRI.NS,Jamshri Realty Ltd-$,,,,,,JAMSHRI
,KATRSPG.NS,KATARE SPINNING MILLS LTD.,,,,,,KATRSPG
,KESORAMIND.NS,KESORAM INDUSTRIES LTD.,,,,,,KESORAMIND
,LAKSHMIMIL.NS,LAKSHMI MILLS COMPANY LTD.-$,,,,,,LAKSHMIMIL
,VTL.NS,VARDHMAN TEXTILES LTD.,,,,,,VTL
,PENINLAND.NS,PENINSULA LAND LTD.,,,,,,PENINLAND
,PASUSPG.NS,PASUPATI SPG.& WVG.MILLS LTD.,,,,,,PASUSPG
,PHOENIXLTD.NS,The Phoenix Mills Ltd,,,,,,PHOENIXLTD
,MARATHON.NS,MARATHON NEXTGEN REALTY LTD.,,,,,,MARATHON
,RAJABAH.NS,RAJA BAHADUR INTERNATIONAL LTD.,,,,,,RAJABAH
,RELCHEMQ.NS,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,,,,,,RELCHEMQ
,RUBYMILLS.NS,RUBY MILLS LTD.,,,,,,RUBYMILLS
,SIMPLXREA.NS,SIMPLEX REALTY LTD.,,,,,,SIMPLXREA
,SWANENERGY.NS,SWAN ENERGY LTD.,,,,,,SWANENERGY
,VICTMILL.NS,VICTORIA MILLS LTD.,,,,,,VICTMILL
,ZSVTRADI.NS,S.V.TRADING & AGENCIES LTD.,,,,,,ZSVTRADI
,ZSVARAJT.NS,SVARAJ TRADING & AGENCIES LTD.,,,,,,ZSVARAJT
,KSHITIJ.NS,Kshitij Investments Ltd,,,,,,KSHITIJ
,SALSAIN.NS,SHREE SALASAR INVESTMENT LTD.,,,,,,SALSAIN
,INDSOYA.NS,INDSOYA LTD.,,,,,,INDSOYA
,ZODIACVEN.NS,Zodiac Ventures Limited,,,,,,ZODIACVEN
,VEERENRGY.NS,VEER ENERGY & INFRASTRUCTURE LTD.,,,,,,VEERENRGY
,SW1.NS,SW Investments Ltd,,,,,,SW1
,TILAK.NS,Tilak Ventures Ltd,,,,,,TILAK
,KKFIN.NS,K K Fincorp Limited,,,,,,KKFIN
,UNIJOLL.NS,UNIJOLLY INVESTMENTS CO.LTD.,,,,,,UNIJOLL
,WAGEND.NS,Wagend Infra Venture Limited,,,,,,WAGEND
,ELCIDIN.NS,ELCID INVESTMENTS LTD.,,,,,,ELCIDIN
,MEDIAONE.NS,MEDIAONE GLOBAL ENTERTAINMENT LTD.,,,,,,MEDIAONE
,HEALINV.NS,HEALTHY INVESTMENTS LTD.,,,,,,HEALINV
,SHRENTI.NS,SHREENATH INVESTMENTS CO.LTD.,,,,,,SHRENTI
,BANSWRAS.NS,BANSWARA SYNTEX LTD.-$,,,,,,BANSWRAS
,MODWOOL.NS,MODELLA WOOLLENS LTD.,,,,,,MODWOOL
,MODIPON.NS,MODIPON LTD.,,,,,,MODIPON
,SHRIDINE.NS,SHRI DINESH MILLS LTD.-$,,,,,,SHRIDINE
,SRF.NS,SRF LTD.,,,,,,SRF
,SIYSIL.NS,SIYARAM SILK MILLS LTD.-$,,,,,,SIYSIL
,SWADPOL.NS,SWADESHI POLYTEX LTD.,,,,,,SWADPOL
,ZSATYASL.NS,SATYAM SILK MILLS LTD.,,,,,,ZSATYASL
,BBL.NS,BHARAT BIJLEE LTD.-$,,,,,,BBL
,ELPROINTL.NS,ELPRO INTERNATIONAL LTD.,,,,,,ELPROINTL
,GEE.NS,GEE LTD.,,,,,,GEE
,HIRECT.NS,HIND RECTIFIERS LTD.,,,,,,HIRECT
,NIPPOBATRY.NS,INDO-NATIONAL LTD.,,,,,,NIPPOBATRY
,ZENSARTECH.NS,ZENSAR TECHNOLOGIES LTD.,,,,,,ZENSARTECH
,JYOTI.NS,JYOTI LTD.-$,,,,,,JYOTI
,JSLINDL.NS,JSL INDUSTRIES LTD.,,,,,,JSLINDL
,KAYCEEI.NS,KAYCEE INDUSTRIES LTD.,,,,,,KAYCEEI
,INDOKEM.NS,INDOKEM LTD.,,,,,,INDOKEM
,PANAENERG.NS,PANASONIC ENERGY INDIA COMPANY LTD.-$,,,,,,PANAENERG
,NELCO.NS,NELCO LTD.,,,,,,NELCO
,PERMAGN.NS,PERMANENT MAGNETS LTD.-$,,,,,,PERMAGN
,HIGHENE.NS,HIGH ENERGY BATTERIES (INDIA) LTD.,,,,,,HIGHENE
,STDBAT.NS,STANDARD BATTERIES LTD.,,,,,,STDBAT
,UNIVCABLES.NS,UNIVERSAL CABLES LTD.,,,,,,UNIVCABLES
,WSI.NS,W.S.INDUSTRIES (INDIA) LTD.-$,,,,,,WSI
,DLTNCBL.NS,DELTON CABLES LTD.,,,,,,DLTNCBL
,LAKSELEC.NS,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,,,,,,LAKSELEC
,MODULEX.NS,Modulex Construction Technologies Ltd,,,,,,MODULEX
,DELTAMAGNT.NS,Delta Manufacturing Ltd,,,,,,DELTAMAGNT
,CONFINT.NS,Confidence Finance And Trading Limited,,,,,,CONFINT
,RELTD.NS,Ravindra Energy Ltd,,,,,,RELTD
,GDTRAGN.NS,G.D.TRADING & AGENCIES LTD.,,,,,,GDTRAGN
,EMPOWER.NS,EMPOWER INDIA LTD.,,,,,,EMPOWER
,ZMULTIPU.NS,MULTIPURPOSE TRADING & AGENCIES LTD.,,,,,,ZMULTIPU
,RIDHISYN.NS,RIDHI SYNTHETICS LTD.,,,,,,RIDHISYN
,SOFTBPO.NS,SOFTBPO GLOBAL SERVICES LTD.,,,,,,SOFTBPO
,NYSSACORP.NS,Nyssa Corporation Limited,,,,,,NYSSACORP
,FLOMIC.NS,Flomic Global Logistics Ltd,,,,,,FLOMIC
,KRISHNA.NS,Krishna Ventures Limited,,,,,,KRISHNA
,GANHOLD.NS,GANESH HOLDINGS LTD.,,,,,,GANHOLD
,UNIABEXAL.NS,UNI ABEX ALLOY PRODUCTS LTD.,,,,,,UNIABEXAL
,SARDAEN.NS,SARDA ENERGY & MINERALS LTD.-$,,,,,,SARDAEN
,BGWTATO.NS,BHAGWATI AUTOCAST LTD.,,,,,,BGWTATO
,BOMBWIR.NS,BOMBAY WIRE ROPES LTD.,,,,,,BOMBWIR
,IBRIGST.NS,INDIAN BRIGHT STEEL CO.LTD.,,,,,,IBRIGST
,INDIANHUME.NS,INDIAN HUME PIPE CO.LTD.,,,,,,INDIANHUME
,INVPRECQ.NS,INVESTMENT & PRECISION CASTINGS LTD.,,,,,,INVPRECQ
,INFORTEC.NS,INFORMED TECHNOLOGIES INDIA LTD.,,,,,,INFORTEC
,KAIRA.NS,KAIRA CAN CO.LTD.,,,,,,KAIRA
,ORIENTCER.NS,Orient Ceratech Ltd-$,,,,,,ORIENTCER
,NATIONSTD.NS,NATIONAL STANDARD (INDIA) LTD.,,,,,,NATIONSTD
,RATHIST.NS,RATHI STEEL & POWER LTD.-$,,,,,,RATHIST
,DUNCANENG.NS,Duncan Engineering Ltd-$,,,,,,DUNCANENG
,SANDUMA.NS,SANDUR MANGANESE & IRON ORES LTD.,,,,,,SANDUMA
,STOVACQ.NS,STOVEC INDUSTRIES LTD.,,,,,,STOVACQ
,TATAYODOGA.NS,TAYO ROLLS LTD.-$,,,,,,TATAYODOGA
,CHOLAHLDNG.NS,Cholamandalam Financial Holdings Ltd,,,,,,CHOLAHLDNG
,ZWELCAST.NS,WELCAST STEELS LTD.,,,,,,ZWELCAST
,WMINIMT.NS,WESTERN MINISTIL LTD.,,,,,,WMINIMT
,AUTOAXLES.NS,AUTOMOTIVE AXLES LTD.,,,,,,AUTOAXLES
,ACGL.NS,AUTOMOBILE CORPORATION OF GOA LTD.-$,,,,,,ACGL
,SETCO.NS,SETCO AUTOMOTIVE LTD.,,,,,,SETCO
,INRADIA.NS,INDIA RADIATORS LTD.,,,,,,INRADIA
,SCOOTER.NS,SCOOTERS INDIA LTD.,,,,,,SCOOTER
,TALBROAUTO.NS,TALBROS AUTOMOTIVE COMPONENTS LTD.,,,,,,TALBROAUTO
,ZFSTEERING.NS,Z.F.STEERING GEAR (INDIA) LTD.-$,,,,,,ZFSTEERING
,SMLISUZU.NS,SML ISUZU LIMITED,,,,,,SMLISUZU
,TIL.NS,TIL LTD.,,,,,,TIL
,EICHERMOT.NS,EICHER MOTORS LTD.,,,,,,EICHERMOT
,JAINEX.NS,JAINEX AAMCOL LTD.,,,,,,JAINEX
,ALFREDHE.NS,ALFRED HERBERT (INDIA) LTD.,,,,,,ALFREDHE
,VELJAN.NS,Veljan Denison Limited,,,,,,VELJAN
,DYNAMATECH.NS,DYNAMATIC TECHNOLOGIES LTD.-$,,,,,,DYNAMATECH
,GGDPROP.NS,G. G. Dandekar Properties Ltd,,,,,,GGDPROP
,GMMPFAUDLR.NS,GMM PFAUDLER LTD.,,,,,,GMMPFAUDLR
,KIRLPNU.NS,KIRLOSKAR PNEUMATIC CO.LTD.,,,,,,KIRLPNU
,TULIVE.NS,Tulive Developers Limited,,,,,,TULIVE
,KPT.NS,KPT Industries Ltd,,,,,,KPT
,LXMIATO.NS,LAKSHMI AUTOMATIC LOOM WORKS LTD.,,,,,,LXMIATO
,MANUGRAPH.NS,MANUGRAPH INDIA LTD.-$,,,,,,MANUGRAPH
,HARSHILAGR.NS,Harshil Agrotech Ltd,,,,,,HARSHILAGR
,MONOT.NS,MONOTYPE INDIA LTD.,,,,,,MONOT
,NESCO.NS,NESCO LTD.,,,,,,NESCO
,INTEGRAEN.NS,INTEGRA ENGINEERING INDIA LTD.,,,,,,INTEGRAEN
,SEMAC.NS,Semac Consultants Ltd-$,,,,,,SEMAC
,TEXINFRA.NS,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,,,,,,TEXINFRA
,WENDT.NS,WENDT (INDIA) LTD.,,,,,,WENDT
,SINDUVA.NS,SINDU VALLEY TECHNOLOGIES LTD.,,,,,,SINDUVA
